m	87.5
ao	18.75
l	56.25
m	81.25
ow	87.5
s	75
t	43.75
hh	56.2499
ow	75.0001
m	106.25
s	106.25
ih	62.5
k	93.75
f	87.4999
ao	68.7501
r	112.5
ih	18.75
t	31.25
ao	118.75
l	31.25
r	74.9998
eh	93.75
d	31.25
iy	206.25
pau	150
pau	118.25
sh	168.75
iy	43.75
n	75
aa	162.5
d	43.75
ax	112.5
d	225
ae	100
n	37.5
d	18.75
hh	56.2499
er	75.0001
ay	181.25
z	87.4999
g	56.2501
r	37.4999
uw	56.2501
s	143.75
aa	137.5
f	93.75
t	62.5
ae	43.7501
n	31.25
d	24.9998
m	87.5001
oy	175
s	143.75
t	62.5
pau	25.0001
pau	105.75
pau	93.75
ay	112.5
w	81.25
aa	43.75
z	75
b	81.25
r	68.75
ao	62.5
t	43.75
ah	93.75
p	50
dh	81.25
ax	31.25
w	112.5
ey	112.5
m	93.75
ow	118.75
s	81.25
t	37.5
g	87.5
er	125
l	62.5
z	87.4999
ih	25.0001
n	56.2499
hh	50.0002
ax	24.9998
w	131.25
ay	150
iy	87.5001
aa	24.9999
r	81.2502
b	81.2499
r	50
ao	87.5001
t	49.9999
ah	137.5
p	168.75
pau	25.0001
pau	180.75
dh	50
ae	112.5
t	43.75
k	112.5
ey	106.25
m	75
b	43.75
iy	37.5
f	118.75
ao	81.25
r	56.25
m	81.2499
ay	112.5
ey	256.25
b	81.25
iy	143.75
s	137.5
iy	218.75
z	200
pau	87.4999
pau	199.5
ih	56.25
t	25
w	100
aa	43.75
z	68.75
dh	62.5
ax	37.5
s	150
ey	137.5
m	87.5
w	87.5
ey	118.75
w	100
ih	37.5
dh	81.25
aw	37.5
er	106.25
r	50.0001
ih	56.25
v	87.5
aa	68.75
l	93.75
v	25
er	125
z	106.25
ae	37.5001
n	50
d	62.5
r	37.4999
ay	118.75
f	106.25
ax	24.9999
l	106.25
z	200
pau	49.9999
pau	187
b	31.25
ah	56.25
t	25
ih	75
t	18.75
k	125
ax	37.5
n	50
t	112.5
r	31.25
ih	43.75
b	50
y	50
uw	31.25
t	31.25
ih	87.5
d	81.25
t	118.75
ax	37.5
dh	75
ax	37.5
s	143.75
m	87.5001
ae	193.75
sh	275
pau	143.75
pau	149.5
dh	56.25
ax	31.25
l	125
ae	118.75
s	81.25
t	56.25
w	106.25
ah	50
n	31.25
ay	118.75
n	112.5
uw	168.75
w	75
aa	50
z	112.5
ae	18.7501
n	74.9999
ow	131.25
v	68.75
er	68.75
s	143.75
iy	131.25
er	225
pau	150
pau	118.25
pau	68.75
d	50
uw	62.5
y	43.75
uw	50
n	87.5
ow	193.75
eh	37.5
n	56.25
iy	75
g	100
uh	62.4999
d	56.2501
l	112.5
ae	162.5
n	56.25
d	25
er	137.5
aw	131.25
n	56.25
d	62.5
hh	37.5
ih	81.25
r	250
pau	162.5
pau	168.25
dh	50
ax	25
r	112.5
eh	62.5
z	100
ax	31.25
d	43.75
ax	62.5
n	75
t	18.75
k	75
ax	25
m	87.5
ih	50
sh	131.25
ax	25
n	43.75
er	187.5
ih	87.5
z	87.5
ax	18.7499
w	156.25
ey	231.25
ih	62.5
n	68.7499
ao	75
s	106.25
t	68.7499
r	31.25
ey	68.7501
l	99.9999
y	87.5001
ax	131.25
pau	212.5
pau	205.75
ay	81.25
k	112.5
ae	43.75
n	50
aa	93.75
t	62.5
f	87.5
aa	93.75
l	106.25
ow	25
y	106.25
uw	137.5
sh	168.75
iy	43.75
s	137.5
eh	168.75
d	150
pau	150
pau	193.25
ay	87.5
n	81.25
eh	87.5
v	68.75
er	162.5
ax	18.75
l	125
aw	206.25
w	81.25
ah	43.75
t	56.25
k	106.25
ae	100
n	24.9999
t	50.0001
b	43.7499
iy	68.7501
ch	143.75
ey	156.25
n	75
jh	256.25
d	18.7499
t	62.5
ax	100
ax	43.7498
n	68.7501
oy	156.25
m	81.25
iy	243.75
pau	131.25
pau	187
w	81.25
ay	318.75
dh	106.25
ax	100
ae	112.5
v	68.75
er	50
ih	18.75
jh	112.5
r	50
iy	25
v	56.2499
y	137.5
uw	162.5
ih	18.75
z	87.4999
m	81.2501
ao	81.25
r	24.9999
n	87.5001
ao	125
zh	93.75
iy	81.25
ey	106.25
t	24.9999
ih	56.2501
ng	106.25
dh	31.25
ae	43.7501
n	62.5
k	125
aa	118.75
d	43.7501
l	99.9999
ih	31.25
v	81.2502
er	99.9999
oy	231.25
l	118.75
pau	175
pau	130.75
hh	93.75
ih	43.75
z	106.25
v	50
oy	175
s	125
w	43.75
aa	18.75
z	81.25
p	125
ae	112.5
sh	137.5
ax	18.75
n	50
ax	62.5
t	18.75
l	87.5
iy	62.5
r	112.5
ih	25
b	87.5
eh	62.5
l	112.5
y	87.5001
ax	50
s	231.25
pau	24.9999
pau	124.5
pau	62.5
d	62.5
ow	137.5
n	18.75
t	18.75
y	37.5
uw	81.25
s	162.5
iy	150
ay	118.75
hh	118.75
ey	156.25
t	31.25
y	87.5
uw	150
pau	168.75
pau	87
s	162.5
ow	106.25
hh	118.75
y	62.5
uw	93.75
iy	125
ae	43.75
n	43.75
d	31.25
ay	206.25
d	93.75
ih	49.9999
d	50.0001
dh	31.25
ax	31.25
m	93.75
ae	106.25
n	50.0001
ih	43.7499
jh	112.5
ih	81.25
ng	56.2499
aw	68.7501
er	62.5001
s	162.5
eh	106.25
l	162.5
v	37.5002
z	168.75
pau	25.0001
pau	199.5
ih	68.75
t	31.25
hh	81.25
ae	93.75
p	62.5
ax	50
n	81.25
d	18.75
t	68.75
ax	50
hh	100
ih	68.75
m	100
ae	31.25
t	37.5
dh	68.75
ax	25
g	87.5
aa	24.9999
l	112.5
iy	81.25
n	62.5
ax	75
s	112.5
ax	31.25
s	118.75
ay	206.25
ax	37.5001
t	50
iy	168.75
ih	18.75
n	99.9999
ow	143.75
k	99.9999
l	56.2501
ax	31.25
n	93.75
d	24.9998
w	112.5
ah	62.5
n	37.5001
ae	125
f	62.5
t	106.25
er	37.4999
n	68.7499
uw	150
n	156.25
pau	162.5
pau	124.5
hh	87.5
iy	50
k	118.75
r	56.25
ay	181.25
d	31.25
ih	100
n	93.75
s	118.75
ah	74.9999
ch	168.75
jh	81.2499
eh	68.7501
n	62.5
y	43.75
ax	62.5
w	25
ax	37.5
n	56.25
d	31.25
ih	62.5
s	125
m	68.75
ey	175
dh	49.9999
ae	43.7501
t	49.9999
sh	118.75
iy	43.75
b	87.5001
r	68.7499
ow	62.5
k	106.25
ih	49.9999
n	43.7501
t	93.75
uw	18.7499
hh	131.25
aa	31.25
r	56.2498
t	43.7501
iy	75
l	99.9999
ae	100
f	81.2499
t	81.25
er	225
pau	125
pau	187
w	75
aa	112.5
sh	143.75
y	18.75
ao	37.5
r	56.25
hh	75
ae	156.25
n	43.75
d	25
z	68.75
ah	37.4999
v	43.7501
m	81.2499
iy	256.25
pau	150
pau	55.75
pau	131.25
ay	93.75
th	112.5
ih	50
ng	68.75
k	56.25
ih	37.5
t	43.75
s	75
m	87.5
ah	75
ch	143.75
n	62.5
ay	99.9999
s	125
er	56.2501
t	81.25
ax	18.7499
k	131.25
w	50
ao	75
r	137.5
ax	31.25
l	131.25
pau	118.75
pau	187
ay	112.5
s	168.75
ao	193.75
ih	75
t	62.5
w	68.75
eh	50
n	56.25
sh	143.75
iy	87.5
r	118.75
ow	62.5
l	168.75
d	112.5
pau	206.25
pau	199.5
ay	162.5
ow	112.5
n	25
l	56.25
iy	87.5
r	162.5
eh	43.75
d	62.5
dh	43.75
ax	31.25
k	125
w	31.25
ow	75
t	93.75
ey	125
sh	137.5
ax	31.25
n	162.5
z	181.25
pau	37.5
pau	130.75
hh	81.25
iy	75
w	93.75
aa	31.25
z	75
dh	56.25
ax	31.25
s	156.25
ow	68.75
l	200
ah	25
v	50
d	56.2499
ih	43.7501
v	87.5
ow	143.75
sh	131.25
ax	25.0001
n	68.7499
t	50.0001
ax	43.7499
hh	81.2501
ih	31.25
z	100
eh	25
m	87.5
p	56.2501
l	31.25
oy	137.5
er	181.25
z	212.5
pau	24.9998
pau	205.75
aw	100
t	62.5
ah	37.5
v	43.75
hh	50
ih	62.5
z	112.5
ey	150
t	112.5
iy	81.25
n	68.75
hh	68.75
ah	62.5
n	50
d	43.75
r	99.9999
ax	31.25
d	37.5001
hh	206.25
iy	62.5
l	112.5
ey	100
d	25
ax	56.2501
s	99.9999
ay	125
d	43.75
s	156.25
ih	43.7501
k	68.7499
s	56.2501
t	62.5
iy	106.25
n	68.7501
hh	81.25
ah	49.9999
n	50
d	31.25
r	93.75
ax	25.0001
d	31.25
iy	162.5
ch	150
y	25.0001
ih	125
r	225
pau	143.75
pau	187
y	68.75
uw	62.5
hh	75
ae	56.25
v	62.5
hh	87.5
er	112.5
d	56.25
ao	93.75
l	125
w	62.5
ey	118.75
z	93.75
hh	68.75
aw	100
hh	68.75
iy	68.7499
w	75.0001
aa	43.75
z	81.25
dh	75
ax	25
l	137.5
ah	81.25
v	62.5
er	175
ah	43.7498
v	81.2502
dh	37.4999
ax	25.0001
p	93.75
r	74.9998
ih	25.0001
n	56.2501
s	68.7499
eh	37.4999
s	112.5
n	43.7498
ey	156.25
ow	106.25
m	75.0001
iy	206.25
pau	37.5002
pau	149.5
pau	25
dh	56.25
ey	131.25
ao	137.5
t	37.5
t	112.5
ax	37.5
p	125
ae	131.25
s	118.75
hh	62.5
ih	62.5
r	93.75
s	150
ah	50
m	112.5
t	75
ay	137.5
m	74.9999
t	93.75
ax	37.5002
d	43.7498
ey	293.75
pau	187.5
pau	43.25
pau	156.25
ay	106.25
hh	68.75
ae	50
d	50
b	62.5
ih	75
n	106.25
s	162.5
ae	206.25
d	56.25
t	150
uw	62.5
l	106.25
ao	168.75
ng	125
ao	62.5
l	87.5001
r	87.5
eh	106.25
d	25.0001
iy	212.5
pau	150
pau	180.75
ao	137.5
l	100
ay	300
z	118.75
hh	106.25
aw	112.5
eh	93.75
v	74.9999
er	118.75
w	137.5
er	37.5
s	118.75
t	56.2499
eh	81.2501
r	87.5
ih	25
ng	68.75
ae	81.2499
t	37.5002
hh	93.75
ih	87.4998
m	93.75
ih	25.0001
n	68.7499
s	137.5
er	93.75
t	49.9999
ax	43.7501
t	143.75
uw	106.25
d	31.25
ah	49.9999
v	62.5
ih	37.5002
k	81.2499
s	56.2499
p	56.2501
eh	68.7499
k	87.5001
t	56.2501
ax	24.9998
n	100
s	112.5
iy	256.25
pau	137.5
pau	130.75
hh	81.25
iy	75
hh	50
ae	37.5
d	31.25
ax	62.5
b	50
z	125
er	175
v	75
d	31.25
dh	56.25
ax	37.5
b	81.2499
ih	81.2501
z	100
n	25
ax	43.7499
s	112.5
l	68.75
ay	106.25
f	106.25
ah	25
v	75
hh	56.25
ax	18.75
w	137.5
ay	143.75
iy	206.25
ae	68.7499
n	37.5002
d	37.4999
d	25.0001
ih	37.4999
v	75
eh	43.7501
l	125
ax	24.9998
p	56.2501
t	62.5
ax	37.4999
v	100
ao	106.25
l	31.25
t	100
ih	50
ng	93.75
ae	62.5
m	75
b	37.4999
ih	75.0001
sh	143.75
ax	43.7501
n	106.25
pau	231.25
pau	143.25
pau	56.25
ay	100
m	106.25
ey	100
m	87.5
ae	131.25
n	68.75
ax	50
jh	162.5
t	50.0001
ax	37.5
f	118.75
r	43.7499
ey	87.5001
t	68.7499
ax	43.7501
k	137.5
aa	62.5
r	56.25
g	81.25
ow	106.25
b	56.25
ae	143.75
k	100
ae	62.5
z	106.25
w	93.75
eh	81.2502
l	156.25
pau	237.5
pau	193.25
ow	93.75
b	75
r	118.75
ay	181.25
ax	18.75
n	87.5
hh	93.75
ae	37.5
d	37.5
b	75
ih	62.5
n	81.25
ax	31.25
k	162.5
l	31.25
iy	93.75
n	37.5001
l	150
ih	43.7501
v	62.5
ih	49.9999
ng	87.5001
y	68.7499
ah	81.25
ng	118.75
m	43.75
ae	168.75
n	31.25
w	93.75
ih	49.9999
dh	81.25
ay	99.9999
d	62.5
iy	131.25
l	168.75
z	193.75
pau	25.0001
pau	124.5
hh	87.5
iy	206.25
ih	50
t	50
w	156.25
aa	162.5
z	100
dh	75
ae	43.75
t	31.25
l	125
ih	87.5
v	93.75
d	18.7499
t	81.2501
ax	31.25
f	118.75
aw	150
n	43.75
d	43.7499
dh	18.7501
ax	18.75
f	118.75
ae	137.5
m	87.5001
ax	18.7499
l	43.7501
iy	68.7499
ah	37.4999
v	68.7501
dh	37.4999
ax	18.75
p	100
aa	31.25
t	150
iy	81.2502
n	74.9998
ow	237.5
pau	225
pau	24.5
s	131.25
t	93.75
r	56.25
ey	93.75
t	37.5
aw	175
t	81.25
dh	43.75
ey	81.25
s	143.75
w	100
ae	206.25
m	175
dh	75.0001
eh	18.7499
r	56.2501
hh	99.9999
eh	87.5001
d	62.5
z	56.25
g	81.25
r	24.9999
ow	125
ih	31.25
ng	81.25
s	100
m	87.4999
ao	112.5
l	112.5
er	112.5
ae	43.75
n	56.2499
d	25.0001
s	99.9999
m	81.2502
ao	162.5
l	68.7499
er	200
pau	131.25
pau	149.5
pau	31.25
y	87.5
uw	37.5
w	68.75
ow	137.5
n	56.25
t	18.75
d	50
ay	225
ah	25
v	43.75
m	93.75
ae	74.9999
l	37.5001
n	75
uw	62.5
t	137.5
r	50.0001
ih	25
sh	131.25
ax	56.25
n	212.5
b	100
iy	93.75
sh	162.5
uh	31.25
r	150
ah	18.7499
v	75.0001
dh	37.4999
ae	200
t	75.0001
pau	112.5
pau	43.25
s	181.25
iy	131.25
dh	68.75
ax	25
l	137.5
eh	62.5
ng	75
k	31.25
th	68.75
ah	25
v	62.5
dh	56.25
ax	31.25
b	81.25
aa	168.75
d	37.4999
iy	187.5
ae	68.7501
n	31.25
d	43.75
dh	18.75
ae	112.5
t	43.75
ih	106.25
l	68.75
ao	143.75
ng	81.2499
g	56.2501
ey	93.75
t	31.25
ax	62.5
d	93.75
n	81.25
eh	131.25
k	168.75
pau	25.0001
pau	168.25
dh	56.25
ey	112.5
aa	18.75
r	56.25
k	150
ah	56.25
m	81.25
ih	18.75
ng	93.75
ax	43.75
sh	162.5
ao	175
r	168.75
hh	49.9999
uw	100
eh	93.75
v	75
er	74.9999
dh	75.0001
ey	131.25
aa	187.5
r	206.25
pau	137.5
pau	55.75
s	187.5
ow	112.5
k	43.75
t	93.75
ih	68.75
n	106.25
s	168.75
iy	81.25
w	125
aa	93.75
t	37.5
er	131.25
dh	68.75
ey	125
ao	156.25
f	68.7499
s	118.75
eh	93.75
t	68.7499
dh	68.7502
ax	31.25
hh	118.75
iy	112.5
t	68.7501
r	93.75
ey	225
z	187.5
pau	43.7501
pau	49.5
pau	118.75
th	50
ih	68.75
ng	87.5
k	56.25
ah	31.25
v	75
ih	43.75
n	106.25
v	50
eh	100
s	112.5
t	56.2499
ih	43.7501
ng	87.5
ih	37.5
n	68.75
s	112.5
ah	75
ch	125
ae	50
n	75
ae	50
d	56.2499
v	62.5
eh	93.75
n	62.5
ch	118.75
er	243.75
pau	118.75
pau	205.75
n	93.75
ow	100
b	68.75
aa	37.5
d	56.25
iy	87.5
n	62.5
uw	150
hh	68.75
ih	18.75
z	106.25
hh	37.5
ih	50
s	112.5
t	56.2501
er	87.5
iy	231.25
pau	168.75
dh	43.75
ey	131.25
ah	43.7501
v	62.5
dh	37.4999
ax	37.5001
hh	118.75
uh	25.0001
n	81.2499
t	100
ax	62.5
l	112.5
iy	93.75
s	118.75
t	50.0002
ah	24.9998
v	75.0001
ao	193.75
l	87.5001
pau	175
pau	199.5
ay	125
hh	43.75
ae	37.5
v	56.25
b	81.25
ih	68.75
n	93.75
d	62.5
ah	93.75
b	62.5
l	106.25
iy	50
b	68.75
ae	137.5
p	100
t	68.75
ay	212.5
z	150
d	62.5
pau	25.0001
pau	174.5
dh	50
ey	68.75
w	118.75
uh	31.25
d	43.75
n	81.25
t	31.25
b	43.75
iy	75
s	143.75
w	56.25
iy	75
p	56.25
ih	68.75
ng	112.5
ax	24.9999
b	87.5001
ih	43.75
g	93.75
v	68.75
eh	87.5
s	125
ax	24.9999
l	31.25
l	118.75
ay	62.5
k	75.0001
dh	56.2498
ax	18.75
m	93.75
aa	18.7502
r	106.25
th	118.75
ax	143.75
pau	193.75
pau	137
jh	118.75
ow	193.75
n	18.75
l	150
uh	43.75
k	56.25
t	25
pau	25
t	106.25
r	37.5
ay	125
ah	25.0001
m	62.5
f	75
ax	50
n	25
t	25
l	87.5
iy	81.25
ae	56.25
t	43.7499
sh	137.5
eh	37.5
l	87.5
d	87.5
ax	56.2499
n	112.5
hh	137.5
uw	43.7501
b	75
aw	325
d	156.25
pau	131.25
pau	174.5
ae	93.75
n	37.5
d	31.25
ay	75
hh	100
ow	87.5
p	87.5
y	56.25
uw	37.5
v	62.5
g	75
aa	87.4999
t	25.0001
p	118.75
l	37.5
eh	50
n	37.5
t	18.75
iy	93.75
ah	24.9999
v	62.5
ch	162.5
ey	175
n	68.7499
aw	218.75
t	75.0001
k	68.7499
ae	87.5001
p	62.5
t	75
ax	31.25
n	62.5
y	87.4999
ah	106.25
ng	162.5
pau	200
pau	174.5
dh	56.25
ax	37.5
d	56.25
ih	37.5
s	106.25
k	68.75
ah	93.75
v	68.75
er	100
iy	87.5
s	162.5
iy	81.2499
m	81.2501
d	18.75
t	50
ax	75
hh	43.75
ae	56.25
v	56.25
b	43.75
ih	50
n	31.25
m	106.25
ey	175
d	62.5
aa	81.25
n	99.9999
dh	18.75
ax	18.7502
s	125
p	87.4998
er	206.25
ah	25.0001
v	56.2501
dh	43.7498
ax	56.2501
m	87.5001
ow	93.75
m	74.9998
ax	50.0002
n	56.2498
t	31.25
pau	150
pau	174.5
dh	43.75
ey	93.75
hh	87.5
ae	106.25
n	50
d	31.25
ax	18.75
l	75
d	56.25
t	143.75
uw	87.5
m	93.75
eh	118.75
n	81.25
ao	87.4999
l	62.5
r	87.5001
eh	87.5
d	25
iy	218.75
b	150
ow	137.5
th	81.2502
g	112.5
r	62.5
ah	56.2499
b	81.2502
th	112.5
iy	206.25
v	68.7499
z	150
pau	25.0001
pau	199.5
iy	112.5
l	112.5
ay	87.5
hh	100
aa	31.25
r	87.5
d	37.5
ih	31.25
ng	112.5
ae	193.75
s	118.75
k	118.75
t	75
ae	100
z	25
sh	181.25
ah	93.75
ng	62.5
k	50.0001
s	87.5
t	56.2501
aa	24.9998
r	68.7502
t	43.7498
ax	37.5001
d	37.4999
t	62.5
ax	31.25
f	118.75
aa	93.75
l	143.75
ow	125
pau	212.5
pau	105.75
pau	87.5
n	50
aw	150
g	100
ow	143.75
ax	18.75
hh	106.25
eh	118.75
d	56.25
ae	87.5
n	43.7499
d	18.7501
t	125
eh	43.7499
l	81.2501
m	74.9999
iy	112.5
ih	37.5
n	56.25
ax	25
s	106.25
t	62.5
r	43.75
ey	93.75
t	31.25
f	112.5
ao	18.75
r	81.2499
w	68.7502
er	49.9999
d	50
w	93.75
ey	175
w	118.75
ah	50
t	25.0001
hh	56.2498
ae	43.7501
z	75
hh	75.0001
ae	99.9999
p	87.5001
ax	68.7499
n	125
d	143.75
pau	106.25
pau	174.5
dh	50
ae	93.75
t	50
s	56.25
w	81.25
eh	37.5
r	25
dh	68.75
ey	75
k	143.75
ah	56.25
t	31.25
ao	100
f	68.75
dh	93.75
ax	25
s	125
k	62.5
aa	93.75
t	37.5
ih	49.9999
sh	75.0001
ch	193.75
iy	137.5
f	50
s	118.75
ae	43.75
n	31.25
d	37.4999
k	137.5
ih	49.9999
l	81.25
d	43.75
ao	112.5
l	81.2502
hh	106.25
ae	212.5
n	125
d	31.25
z	162.5
pau	25.0001
pau	168.25
pau	18.75
ae	93.75
n	43.75
d	31.25
ae	112.5
f	56.25
t	68.75
er	50
dh	68.75
ax	37.5
b	75
ae	187.5
th	137.5
ey	25
sh	162.5
ey	156.25
v	62.5
w	74.9999
uh	25.0001
d	50
n	62.5
aa	112.5
t	31.25
b	56.2501
iy	93.75
b	75.0001
ae	275
d	131.25
pau	112.5
pau	199.5
n	81.25
aw	131.25
p	100
l	37.5
iy	168.75
z	87.5
g	62.5
ih	62.5
v	74.9999
ax	37.5001
p	150
l	31.25
ey	118.75
n	81.25
s	87.5
t	43.75
ey	118.75
t	18.7499
m	81.2501
ax	31.25
n	43.7499
t	25.0001
ah	62.5
v	87.4999
w	75
ah	43.7501
t	37.4999
ax	50.0002
k	143.75
er	218.75
d	131.25
pau	162.5
pau	80.75
pau	106.25
y	75
uw	37.5
k	106.25
ae	37.5
n	62.5
t	87.5
ey	93.75
k	68.75
ax	25
v	81.25
ey	68.75
k	93.75
ey	118.75
sh	112.5
ax	37.5001
n	81.25
aa	143.75
n	81.2499
p	106.25
ey	312.5
pau	187.5
pau	162
dh	50
ey	62.5
aa	31.25
r	81.25
b	81.25
ih	87.5
g	87.5
t	150
r	31.25
iy	193.75
z	118.75
ae	75
n	37.5
d	43.75
r	31.25
iy	18.75
k	118.75
w	43.7499
ay	87.5001
er	93.75
p	118.75
l	37.5
eh	37.4999
n	43.7501
t	18.7499
iy	93.75
ah	43.7501
v	106.25
r	81.25
uw	87.5001
m	106.25
pau	243.75
pau	180.75
ae	93.75
n	31.25
d	31.25
r	112.5
aa	75
uw	25
l	168.75
l	118.75
ih	43.75
s	112.5
ax	25
n	62.5
d	25
ax	31.25
g	93.75
eh	137.5
n	100
t	68.7499
ax	18.7501
dh	87.5
ax	31.25
t	131.25
ey	106.25
l	112.5
ah	31.25
v	43.75
dh	43.7501
ax	43.75
hh	99.9999
aw	200
s	206.25
pau	25.0001
pau	43.25
pau	137.5
dh	37.5
eh	62.5
r	100
aa	18.75
r	25
n	112.5
ow	137.5
k	150
ih	75
d	18.75
iy	162.5
z	131.25
ae	50
n	43.75
d	37.5
hh	87.5
ae	68.75
f	87.5
g	112.5
r	56.2499
ow	93.75
n	31.25
y	125
uw	87.5001
dh	87.4999
z	106.25
ax	37.5002
m	74.9998
ah	68.7501
ng	125
dh	37.4999
eh	43.7501
m	112.5
pau	231.25
pau	124.5
pau	81.25
uw	100
l	87.5
ao	143.75
ng	118.75
ae	62.5
t	143.75
aa	37.5
l	143.75
w	106.25
aa	31.25
z	81.25
w	100
ah	56.25
n	68.75
hh	81.2499
ah	50.0001
n	31.25
d	37.5
r	87.5
ax	25
d	43.75
ae	43.75
n	24.9999
d	31.25
f	100
ao	74.9998
r	31.25
t	25.0001
iy	68.7499
m	75
ay	131.25
l	99.9999
z	87.5001
ih	24.9998
n	62.5
s	100
er	37.4999
k	99.9999
ah	56.2501
m	68.7499
f	87.5001
r	68.7499
ax	62.5
n	100
s	181.25
pau	37.5001
pau	193.25
m	56.25
ax	25
k	150
oy	206.25
f	125
aw	125
n	68.75
d	25
ax	25
s	118.75
t	50
ay	118.75
f	112.5
l	62.5
ih	37.5
ng	137.5
p	106.25
oy	106.25
z	75.0001
ax	25
n	62.5001
ax	74.9998
s	131.25
ae	143.75
t	18.7499
m	75.0001
ax	25.0001
s	131.25
f	37.4999
ih	81.2502
r	106.25
ih	62.5
n	68.7501
dh	24.9999
ax	25.0001
p	137.5
eh	68.7499
n	75.0001
t	31.25
k	106.25
ae	118.75
b	50.0002
ax	68.7499
n	118.75
pau	212.5
pau	193.25
ih	68.75
t	18.75
w	93.75
uh	43.75
d	43.75
g	106.25
ih	68.75
v	37.5
m	93.75
iy	87.5
n	87.5
er	93.7499
v	62.5
ax	50.0001
s	93.75
p	100
r	31.25
aa	56.25
s	100
t	56.25
r	62.5
ey	87.5
sh	131.25
ax	31.25
n	106.25
pau	281.25
pau	49.5
pau	112.5
sh	187.5
iy	75
s	137.5
eh	112.5
d	37.5
w	100
ih	37.5
dh	68.75
ch	175
ae	112.5
t	43.75
er	106.25
ih	18.75
ng	150
t	100
iy	137.5
th	106.25
pau	106.25
pau	193.25
ay	112.5
l	75
b	50
iy	112.5
aw	125
t	43.75
ah	56.25
v	37.5
m	87.5
ay	75
hh	125
eh	125
d	37.4999
ih	106.25
n	68.75
f	112.5
ih	56.2499
f	68.7501
t	131.25
iy	100
n	31.25
m	100
ih	56.2499
n	62.5
ax	68.7501
t	99.9999
s	100
pau	24.9998
pau	62
pau	131.25
ay	87.5
d	68.75
uw	81.25
n	62.5
aa	93.75
t	31.25
b	62.5
l	87.5
ey	100
m	75
y	50
uw	62.5
f	93.75
ao	18.75
r	56.2499
eh	75.0001
n	62.5
iy	68.75
th	87.5
ih	100
ng	287.5
r	56.25
ih	18.75
m	74.9999
eh	68.7501
m	75.0001
b	43.7498
er	68.7501
dh	68.7499
ae	218.75
t	31.25
pau	87.5001
pau	199.5
ih	68.75
f	87.5
y	81.25
uw	18.75
m	62.5
iy	137.5
n	68.75
t	87.5
ax	75
ih	56.25
n	75
s	118.75
ih	43.75
n	68.75
y	37.4999
uw	106.25
ey	175
t	62.5
pau	100
b	37.5
r	18.7499
eh	68.7501
n	43.75
t	18.75
w	93.7501
uh	43.7498
d	56.2501
b	49.9999
ih	37.5002
g	81.2499
ae	99.9999
n	56.2501
hh	87.4999
aa	112.5
t	49.9999
l	87.4999
iy	206.25
pau	137.5
pau	162
dh	56.25
ax	18.75
w	150
uh	37.5
m	81.25
ax	50
n	75
ih	137.5
n	56.25
y	93.75
uw	131.25
ih	81.2499
z	106.25
ow	93.75
n	31.25
l	49.9999
iy	137.5
ih	43.75
n	62.5
s	99.9999
ih	31.25
d	50.0001
eh	100
n	62.5
t	81.25
ax	25.0001
l	225
ae	131.25
k	62.5
s	93.75
ax	37.5001
d	43.7501
eh	93.75
n	49.9999
t	75.0001
ax	18.7499
l	212.5
ae	75
n	50
d	43.75
ih	43.7501
r	93.75
eh	25.0001
l	131.25
ax	18.7499
v	62.5
ax	81.25
n	81.2502
t	162.5
pau	25.0001
pau	168.25
dh	50
eh	25
r	31.25
w	81.25
aa	43.75
z	75
n	68.75
ow	168.75
f	118.75
ao	56.25
r	56.25
k	81.25
ae	131.25
s	81.25
t	56.25
ih	43.75
ng	118.75
dh	18.7499
ih	37.5001
s	62.5
s	68.75
t	68.75
r	43.7499
ey	100
n	50
jh	56.25
g	93.7499
er	93.75
l	81.2502
z	87.4998
p	106.25
r	31.25
aa	99.9999
s	112.5
eh	81.2499
s	112.5
ax	68.7499
z	193.75
pau	50
pau	174.5
b	50
ah	37.5
t	62.5
w	87.5
ah	56.25
t	56.25
dh	62.5
ey	62.5
w	75
aa	131.25
n	31.25
t	25
w	37.5
ih	31.25
dh	62.5
y	31.25
ao	31.25
r	37.5
t	125
uw	68.75
th	62.5
b	81.25
r	75
ax	62.5
sh	162.5
ih	37.4999
z	87.5001
m	87.5
ao	112.5
r	56.2498
dh	75.0001
ae	18.7499
n	50
ay	125
k	100
ae	18.75
n	56.2501
ih	31.25
m	87.4998
ae	143.75
jh	112.5
ax	49.9999
n	137.5
pau	187.5
pau	130.75
pau	43.75
g	62.5
ih	56.25
v	75
dh	43.75
eh	43.75
m	87.5
dh	25
eh	43.75
r	56.25
ch	156.25
oy	162.5
s	106.25
b	75
ih	24.9999
t	93.75
w	56.2501
iy	50
n	62.5
ax	37.5
f	156.25
ay	250
n	87.5
ao	137.5
r	37.4999
ae	18.75
n	50.0002
ax	43.7498
f	125
ih	43.75
sh	118.75
ax	24.9999
l	56.2501
w	93.75
ih	49.9999
p	93.75
ih	75.0001
ng	175
pau	156.25
pau	118.25
k	87.5
iy	56.25
p	62.5
ae	50
n	56.25
ay	250
aa	75
n	81.25
hh	68.75
ih	81.25
m	156.25
pau	181.25
pau	174.5
dh	43.75
ow	93.75
z	87.5
aa	31.25
r	25
m	87.5
ay	175
oy	168.75
s	118.75
t	62.5
er	112.5
z	106.25
hh	68.7501
iy	50
s	112.5
eh	81.2499
d	62.5
ae	43.7501
t	68.75
l	68.75
ae	156.25
